ID	Tags	Text
puFqSRRYhVtWMOs-oQTg8w	Thai Restaurants 5_star	Wow! The smell got me from the moment my dining partner and I entered. I could just tell things were "right" about this place. Then we saw the plates walk by..and the plates in front of the seated diners. I've paid a lot for smaller plates in the past. These plates could feed an army, and they are stacked with fresh cilantro, sprouts and frisee' beets. Truly a gorgeous spectacle of food. We could not believe the cheap price, too...$9 for the pad thai. It was THE BEST pad Thai we've ever tasted, and we've had it all over the country. Because the place was packed on a Tuesday afternoon lunch rush we were seated at the bar and served right away. I had the Thai iced coffee, served elegantly in a tall ice-filled glass. Strong and sweet. My dining partner had tea served in a French press. We had a soup starter (the broth was perfection), shared a plate of fresh spring rolls, which are the best I've had since I ate them for the first time in 1985 at Arc En Ciel in Garland, TX, because Wild Thaiger uses mint leaves--the only way to do them in my book. They were not only delicious, and were accompanied by an exquisite peanut/citrus blend sauce with hints of anise...they were plated beautifully. Served two for $9. The place is smallish....four booths and the rest tables, with a few cafe height two-tops lining the hallway toward the bathrooms in the back that were obviously added out of necessity. The bar over looks an open kitchen where the owner/head chef prepares food next to assistant chefs. It is a show in itself. Photos line the walls near the bathrooms and some of them are impressive--the head chef with some local celebrities and one with Steven Seagal. What were most impressive to us are the photos of their annual celebrations. Brightly costumed servers and performers...We want to know when these take place! If you love Thai...GO THERE!
nBH1Pu7vEbMwU6bY5P8QNQ	Thai Restaurants 5_star	Consistently the BEST Thai food in Phoenix!
82HurlzWy4KM7752wD6B6Q	Midwives Health_&_Medical 5_star	I've only been going here for just under a year. I'm expecting my first child and had a lot of questions, and everyone from the front desk all the way to the doctor answered every single one of them.. No problem. Dr. Gibson is my doctor, she is very helpful, and she has answered every question for me, she is kind and asks questions about my family just to get to know me. I feel very comfortable going here and I would recommend it to anyone.
XBn9GfZQUdqpiu0F1AisPg	Food Grocery Shopping Drugstores 5_star	Even though we have moved away from CenPho, my husband and I still use this Safeway Pharmacy. Quite frankly, they provide the very best pharmacy customer service I have ever experienced in my 14 years in the Valley. They know us by name. There have never been any hassles with insurance that they have not dealt with immediately. They communicate. They are fast and they are friendly. As a former Pharmacy Tech, I can tell you that their job can be downright awful sometimes, but we have never experienced anything but great service here. I have used Osco, CVS,and Walgreens in the past and have dealt with lost prescriptions, crappy service, errors on my prescription labels, and other incompetencies . None of that has ever happened at this Safeway Pharmacy. The only thing Safeway Pharmacy has been lacking that the big chains have is the ability to link to all their stores, but Safeway will have that capability soon, I was recently told. If you want both personal and professional service that is quick and error free, then transfer all your prescriptions from the Walgreens across the street like I did.
0f9O-gurD3G0zSzzFw4Xbg	Mexican Tex-Mex Restaurants 5_star	Long time user of Yelp...first time reviewer and Sam's is the reason! WOW...what a great restaurant and an even better experience. First, the chips & salsa that showed up as we sat down - Almost impossible to describe how good this combination of sweet, spicy, flavorful and tangy this kickoff to dinner was. You must go and you MUST have the chips and salsa...YUM! Then, dinner. And it was fast and delicioso! I had the Black and Blue quesidilla and my partner had a pork dish and holy cramoly...amazing. Not only was the service fabulous and fast, but the attention to detail was truly surprising AND, did I mention the food was fantastic! Then we met up with Nicole - manager extraordinaire and a really nice person to socialize with during dinner. She came over and asked how our dinner was going and then shared stories of her experiences with us and what's cool (and not so cool) about Phoenix. Always great to hear it direct from a local . . . thanks Nicole, you made our evening really special. And then finally, after all was said and done, our waitress Sally brought these little corn-husk wrapped fingerlings of vanilla infused white-chocolate with pecans encrusted throughout. Seriously...just shoot me! I'd give Sam's a 10 star rating, but then again, this is my first time reviewing a restaurant so, it's a pleasure to start off my Yelp career with such a great and wonderful place. PLUS, there's a Canyon Cafe' restaurant (parent company of Sam's) about 10 minutes from my house in St. Louis so as soon as I get back home, I'd headed there for more fun and food. Thanks Sam's...WOW!
-ermQSg9K19pzqvlWaH5UA	Mexican Tex-Mex Restaurants 5_star	One of our favorites. I love that you can walk right in on a Friday or Saturday night without waiting for a table - I don't know why that is, maybe the location? But the food has always been phenomenal. The seared tuna and fresh veggies is so good and the portion is twice the size I've ever gotten elsewhere - so it's a great lunch the next day. Chips and salsa are the best of anywhere. The chips basket is a mix of white and blue corn, PLUS fried wonton wrappers with a sweet/spicy spice blend AND sweet potato chips. Sooo good. And it's a great, roasted salsa too. I've had dinners, salads, quesadillas there and everything has always been good. I'd always take my assistant there for secretaries day or for their birthdays and they always love it. We've had out of town visitors and they always love it too. If you love calamari, there's is great. IT's cornmeal dusted with a spicy sauce... but there's TONS... so bring friends. Really. Usually a calamari order is $10+ and so small you don't want to share, this is under $10 and enough for 5 ppl. Delish. I LOVE that they bring you a white chocolate (and pecan) tamale after dinner. Just the perfect little two bites of sweet to finish your meal. Consistently good food.
Otr9PvcefaRfzynCqVNjaA	Food Tea_Rooms Breakfast_&_Brunch Sandwiches Restaurants 5_star	The desire to bring my mom here is damn near overwhelming. Victorian antiques, kitschy decorations, and brocade wallpaper - and did i mention fantastic scones with Devonshire cream? I'm not even a girly girl (look for me slurping Irish breakfast tea in a Dramarama t-shirt), but I just can't help feeling frilly and feminine in this place. Spot on, my good man (translation: 'aw, hell yeah', for those less pasty).
M-uVMuFi0HhRPkJGO1zicg	Churches Religious_Organizations 5_star	If you are looking for a classic Catholic church in Phoenix, this is it. St. Mary's Basilica has a beautiful sounding choir, wonderful priests and a historically Catholic feel with architecture and structure. I think it has something to do with the fact that Pope John Paul II visited this basilica years ago for World Youth Day. I've been going to St. Mary's Basilica for years. Ironically enough, Father Vince, who is a priest at St. Mary's Basilica, used to be the priest at St Isidore's in Danville, California which was the church I went to when I was growing up. During the holidays, I make sure I attend mass at St. Mary's Basilica. There's something about the architecture, music, and Mass that makes this a perfect church for those times. However, it's also a great church for Sunday mass. Around 7 years ago, my sister married her husband at St Mary's Basilica and I was lucky enough to be the Maid of Honor. The wedding was a full Mass and made it such a special day for my sister, her husband, myself and everyone who witnessed the ceremony. There isn't much more I can say about St. Mary's Basilica in this review, but I will end this by saying that each Mass is a different experience and it's based on the person attending, but be sure to visit this church and attend a Mass so see if it's right for you.
epCzl8N32Jj8zfIVOjwxeA	Arts_&_Entertainment Performing_Arts 5_star	It's an amazing theater!! The theater is beautiful and the seats are comfortable. Advice: Avoid sitting on row C. Evidently rows A & B were "under the stage," so on row C, we were even with the stage. I've sat on the front row before at other theaters and have never been so close to have to look up. Next time I'll choose seats more toward the middle of the theater. If you'd like a hot appetizer during intermission, order it before the show.
uRv2LpT9nK1R-yLjmS7k8g	Bars Restaurants American_(Traditional) Sports_Bars Nightlife 5_star	This place is awesome! Great atmosphere, cheap prices on drinks and food, and really tasty bar food. The cotton club room is the best!
RFfE9jO4VArp_fRk1UWbcA	Bars Restaurants American_(Traditional) Sports_Bars Nightlife 5_star	Great service..great food...very fast!
m9j1pHDGbImvkZjaYYF-ug	Mexican Restaurants 5_star	I was extremely happy with my meal here. The salsa with the chips was nicely spicy. I had the shrimp and octopus a la Diavolo. The Diavolo sauce was delicious and also spicy in a different way than the salsa for the chips. I was given a large flour tortilla and couldn't resist dipping and redipping. The sides of salad (standard shredded lettuce, etc., but very fresh and crunchy), rice and refried beans were substantial. After the chips, main course, salad rice and tortilla I couldn't do more than scratch the surface of the refried beans. I was equally happy with the atmosphere and service. I showed up near 1pm on Sunday as a single diner. Most of the other people were family groups, many apparently regulars. I was nonetheless given a decent table normally seating four after the promised 10-15 minute wait and no sense of being rushed or treated differently by any of the staff. Next time I'm in Phoenix I will be eager to come back (bringing family and/or friends) and have the same thing again and/or explore the rest of the menu.
pL1hDe124uIKeaAgZLZYGg	Mexican Restaurants 5_star	I've long been searching for the best camarones diabla and have found that gem here in their camarones endiablados offering. This spicy seafood dish hit all the right notes! My husband also loved their cheese crisp and cheese enchiladas. I've not been to Mexico but I would bet this is real deal Mexican cuisine.
jzEwJPwnByV9DCD1IrWJAw	Mexican Restaurants 5_star	You can find me here every Tuesday night. You see they have a daily rotating specials menu and it so happens to feature the best veggie burrito (this is saying a lot coming from me, since I am obsessed with burritos and have lived in Phoenix for most of my life) for a little over $5 on Tuesdays! It is so massive.. if you know the size of a Chipotle burrito, imagine that, but doubled! Seriously, it consists of two very large tortillas, which are needed to whole the damn monster of a burrito together. This happens to insure that the contents don't spill out of the tortilla! Genius. I am fairly sure this burrito weighs more than most new born babies.. yes, that's even considering how all the hormones people consume today are making babies larger each year - this burrito would still out weight them my friends! Anyhow, the burrito is large enough to satisfy me for three complete meals. Awesome for $5. The guac that they make is top notch, and their rice is truly amazing. It all tastes very authentic, and I love that I can easily make it vegan since they don't add any secrets into their food. I just have to ask them to hold the cheese and sour cream, and they have never once slipped up on this! Which also keeps me coming back. Oh, and the salsa bar is to die for! I am usually creeped out by salsa bars (think Baja Fresh - yuck) but they actually make some damn good salsas and usually have a bowl of chopped onions... I can never get enough. I think my personal favorite salsa is called something like Salsa Fresca - it's usually all the way to the right. Be sure to try it with your free chips. On top of everything I love about this place is the fact that it is so close that I can walk there in a few minutes. Although I hate strip malls, I am glad that this little joint is downtown and not somewhere completely stupid. Stop by and check it out when you want some affordable, authentic tasting AND high quality Mexican food.
jAGooJFJheBJx1tnnkFbNA	Japanese Sushi_Bars Asian_Fusion Restaurants 5_star	This restaurant is a perfect example of why I give my money to local business owners. This is a sparsely decorated gem in Midtown Phoenix. In an area full of lunch only, counter order spaces, one would think this wouldn't be welcome. I love a rice bowl every now and then and this one is extremely high quality and stocks every type of rice bowl imaginable. I've had the Oyako and Teriyaki both multiple times and they are delcious. You definitely wait a few minutes for your food, and that is a good thing because it means they are not mass producing food and waiting for people to order it, like Tokyo Express does. Good food alone though, won't garner a five-star review for a rice bowl. What pushes Blue Fin over the top is the ownership. The little old Japanese lady who owns and runs the restaurant during lunch time is one of the absolute nicest people I've ever encountered. She welcomes every customer, and speaks to you in a genuine family like manner. She does not come across as fake or ass-kissish. I just get a calm, warm, and welcome feeling from this woman when I come in here. It's not even just her either. Her staff always looks happy, and has run of the soda fountain, water, lemonade, etc. Everyone just seems to be happy. It's true that if you take care of your staff, they make your customers happy as well. Many other places make me feel so unwelcome around here at lunch time, but I can always count on Blue Fin to treat me like family and give me a solid rice bowl.
gBgXxSXzKFimOtx2ULGzbg	Japanese Sushi_Bars Asian_Fusion Restaurants 5_star	Delicious terriyaki chicken ... and always delivered with a huge smile. Blue Fin is a family operated business. The people who work there are the absolute nicest people in the world! You can tell they really enjoy cooking for their customers and they make you feel like family when you eat there - even if it's you're 1st time there. You need to try this place if you haven't. GREAT FOOD, GREAT PEOPLE, AND GREAT PRICES.
pDPclVpOhOF1nzPs3ZKzTw	Nightlife Bars American_(New) Sports_Bars Restaurants 5_star	Came here after a company christmas party with a few co-workers. Service is great, happy hour pricing is right on point. Carmella (Sorry If I'm spelling your name wrong) is an amazing, friendly, knowledgable server. Huge out door patio. Great fun. I'll be back again.
bjSlWVEOb9pBHRtfRf3UyA	Nightlife Bars American_(New) Sports_Bars Restaurants 5_star	We held a brunch at Coach and Willies for family memebrs on sunday after our wedding. The manager Kevin had been in touch with me and had reserved us a private room just off the dining room for some privacy(at no extra charge)!!!! The service was excellent and the food was greatly enjoyed by everybody. We had people in from St Louis, Lexington, KY, Chattanoga, TN and everyone raved about the food. My wife and I eat there often for lunch and Sunday brunch. Food is always good and atmosphere is great with all the TV's. I would definitely recommend this restaurant for anyone needing a great place to entertain.
_B61tzhzSn8M8PDEXet0fw	Restaurants Italian 5_star	Marsala spaghetti-nuff said!
wxnnrgJZJ18LOIwNM9Nrfg	American_(Traditional) Restaurants 5_star	I had an awesome experience at Tom's Tavern on Sunday. I live nearby and decided to visit for the first time with my girlfriend. We had the brunch buffet that had some good breakfast foods along with some munchies to enjoy during the games. Although we weren't drinking, the bar has happy hour prices which I'm sure many others enjoyed. During the game, a pair of Arizona Cardinal cheerleaders came in and started fraternizing with fans which was an awesome addition to the experience. I will definitely be returning.
aG9elPUhOBnq6_I_y5DKMA	Car_Wash Automotive 5_star	Excellent customer service and high quality of work here are worth a little extra driving for me to get my car washed. Most importantly for me, it's one of those places where I don't feel like I have to strip my car of all possible valuable items or papers with personal info when I get out and hand the keys over.
Z7jo6d2quia28KfohRkWeA	Italian Pizza Sandwiches Restaurants 5_star	Great place, great food, and a beautiful environment. Friendly family owned place, good prices, lots of great options. Could eat here every day of the week!
fPKTahRJ02R4IOn7KQkyQw	Japanese Restaurants 5_star	Our neighborhood, locally-owned sushi place and NOT a chain (as someone suggested in another review). I had to weigh in because we have been going to Ichi Ban for 7 years and the owner, Seth, and his staff have been consistent, attentive and friendly. And the sushi is fresh, creative and tasty in my opinion. Order something off the "specials" menu posted on the wall and you can't go wrong with the spicy tuna. It also isn't as expensive as other sushi restaurants and there are other menu options for land lovers. Great sushi place for lunch or dinner and right on the light rail.
ap7Xkt4lX04_1gnwwsF-Ug	Barbeque Restaurants 5_star	This place is da bomb! This is my go to place whenever I'm in Phoenix. Great food, great prices, great staff. And the portions are huge so you'll never leave here hungry. I've had the ribs, beans, sweet potato fries, and sweet potato pie and they are all great. Now they just need to open a location in Los Angeles...
ACN6_HYz-uPqk1RKXdOUYQ	Wine_Bars Bars American_(New) Nightlife Restaurants 5_star	As Gabi likes to regularly point out to me, I did move over a year ago and I am closer to Cheuvront. I suppose it is time for an update. My initial review of 5 stars has not changed. Not every visit to Cheuvront has been a 5 star visit, but over time I have come to know what dishes and wines that I prefer. I am a frequent visitor to Cheuvront because I like the atmosphere it provides within the downtown area and it takes less than 5 minutes for me to walk there. It provides a relaxed environment where you can enjoy wine or a cocktail and order food based upon how what you are in the mood for. A full dinner? Sure. Just dessert? You got it. A small nosh? Why not. I find myself here most often for small plates and cheese, very rarely do I have a "regular" entree. It is not to say that they aren't good, they are and they are quite large, I just enjoy the variety of the menu. My favorite time of year at Cheuvront is the fall, as I think that their best dishes involve traditional fall ingredients such as butter nut squash and pumpkin. This is also my favorite time to partake in their extensive cheese list. Their international plates, while may seem expensive at first glance, are literally overflowing with cheese and meats. Happy Hour can be a fun time, although I am personally not a fan of many of the mixed cocktails that they feature. This works out just fine, as the wine list has many choices that I am happy to order at 25% off. The $5 tapas offered during HH are great compliments, my favorites being the gnocchi, ceviche, and the mac and cheese. (Really, any of their mac and cheese options are great). The relaxed atmosphere and consistent food and service have made Cheuvront into one of my favorite places in Phoenix, and possibly my favorite place downtown.
I_D-Ga-hkokQlqvW7uHjOg	Wine_Bars Bars American_(New) Nightlife Restaurants 5_star	Life is good when a place as amazing as this is right off the light rail line that you can walk to from your house (and I can). I have been meaning to go for ages and finally a group of friends wanted to go out of dinner, two of them which now live downtown, and I recommended Cheuvront. A half hour ride from the Mill Avenue stop and I was there. A bit chilly to sit outside but looks like excellent outdoor seating. The seating is well spaced with wine storage along the back wall and a well stocked bar in the middle (God and I both love a well-stocked bar, or at least I always say "Thank God, they have a bar). The wait staff was cordial without being too personal (I look at dining as I'm out to eat dinner with friends, not really out to make new friends, at least until I have a few drinks but that is whole different situation....ahem). I started out the evening with a basic mojito made with 10 cane rum. A little too much sugar syrup for my taste and could use more lime but wow, served in a full size glass and a kick like a mule. One of my fellow diners had the white sangria with fresh basil and wow, that was a keeper. I'm definitely having that next time. They have a huge selection of cheeses from around the world and we ordered the three cheese appetizer plate (the waiter asked if I wanted to pick but was happy to pick a selection for us, and I love to delegate) and the pork empanadas with orange marmalade. The cheese was good and I noticed they also have another book where you can order wine and they just pair it with cheese, how cool! The empanadas, to die for, I will order that again, ideally along with that sangria with fresh basil. Dinner was the duck breast rubbed with coffee and ancho chili pepper and served on top of I don't know what but it had a crispy grilled crust on the outside and it was nice and cheesy (seemed like some sort of rice and cheese mix) on the inside, and it was wonderfully presented. I actually had the recommended wine pairing and wow, it went so well together. A rich red wine that offset the spice rub on the duck breast perfectly. We ended the evening with coffee and desert. The coffee was okay but they should consider serving coffee roasted at the Cartel coffee lab in Tempe (which I love) as the coffee here was just...coffee...which was a shame when the rest of the meal was so great. Ideally they should bring everyone an individual french press so they can let the coffee get as strong as they like to drink it. I would also recommend a thicker cream, even whipping cream (unwhipped) since it provides that sense of luxury that goes well with this place (I had that at Mucho-Gusto and became an instant fan). For those of the more intellectual persuasion, I noticed this place is in walking distance of the main Phoenix library. So you can go pick out a good book on a lazy Sunday and then walk over to Cheuvront for some wine and cheese and feel like the perfect elitist, before you ride the light rail home (okay, this is my ideal lazy Sunday and I've always dreamed of being just a little bit of an elitist - I'm not perfect).
ZE5HsD_GAPxi9s5PsX99LQ	Wine_Bars Bars American_(New) Nightlife Restaurants 5_star	Few things make me happier than wine and cheese -- so naturally, I enjoyed the Cheuvront! I wasn't in the mood to make any decisions myself (it was Friday, after all) so I let one of the owners surprise me with his favorite red wine and a cheese plate. The shiraz he picked was delish, and the cheese plate, especially the brie, was equally yummy. I'd suggest you go for happy hour, sit on one of the comfy couches, ask your server or an owner for their recommendations, and try a bunch of stuff!
MSQ0SW2w31nQ1gQd9KwTKA	Bars American_(Traditional) Nightlife Sports_Bars Barbeque Restaurants 5_star	I was one of 50 people who went there to get Adam's Big Unit. The service was top notch and they move fast and get work done. And the hot dog was sooooo huge and soooooo good. I shared my picture of eating the big unit with Sebastian Bach and he commented back on it because it was so enormous! It had great flavor and my favorite brioche bread. I will be going back to attempt the dog on my own. I am a tall skinny girl but I have a true appetite so I will definitely get that 22" hot dog down no problem. I highly recommend Cooperstown. It is a great place to have good food and have a great time!
NSxRX1MvdI8Yrmp0hVoHZg	Bars American_(Traditional) Nightlife Sports_Bars Barbeque Restaurants 5_star	Some of the best food I've ever had! Came here last year for spring training with my girlfriend, buddy, and my little brother and it was so fun. We watched the NCAA tourny on all the big screens and their food is so good. My lil bro got those huge hot dogs. Good memories to look back on.
e2MdvwYai9EkGf-qv-LRzA	Bars American_(Traditional) Nightlife Sports_Bars Barbeque Restaurants 5_star	Hot diggity dang this place is just of the hook tasty. The big unit is this huge amazing hot dog, with chili, relish, tomato, jalapenos, and cheese. Also tried the brownie dessert and oh mylanta....it was orgasmically delicious!
0OF5luNq-KfUuZt4E_8KBw	Bars American_(Traditional) Nightlife Sports_Bars Barbeque Restaurants 5_star	The food is awesome, the atmosphere is super and the wait staff is pretty friendly. I had the big unit hot dog and it was quite tasty but I could not finish it. The food was quite good as was the place itself with the decor was pretty cool. The music was rock as expected and basically this is a better version of Hard Rock Cafe.
aFNNgIJndtkOaDoKY7tRbg	Bars American_(Traditional) Nightlife Sports_Bars Barbeque Restaurants 5_star	The atmosphere here is just so cool. Even if you don't like Alice cooper the rock and roll feel is all around. The staff wears Alice cooper-esque outfits and even the makeup! This is a huge restaurant and there was plenty of room to sit, mind you there wasn't a game on when we went. My friend and I both had the Marge Simpson Mac and cheese, it was heavenly. They put some tiny pieces of potato chips on top and it's just excellent. The service was quick and friendly. I really enjoyed my time here. It's a great restaurant for families, couples or singles and looks like it would be a decent bar in the evenings. Sort of reminds me of the Hard Rock Cafe, but I like this place better.
PVPgJ4viO3k6lJkZTuZ8WQ	Bars American_(Traditional) Nightlife Sports_Bars Barbeque Restaurants 5_star	I am sure someday I will have a bad experience at this legendary Sports Bar, but not tonight. I have made it a habit to come to Cooperstown prior to ball games and concerts for over 15 years. I anticipate keeping that tradition for years to come. So many of the sports themed bars and restaurants in this area are lost to the culinary Sonoran graveyard. Alice Cooperstown still stands for a reason. The staff is friendly and fun loving, the menu diverse and in unison with the rocking roll and sports themed decor. I usually get the BBQ sampler or the incredibly stacked nachos, but tonight I went for the simplicity of the Tom Brady Burger. It was "Spot On." The bacon was crisp and plentiful and the burger itself was perfectly cooked with a smoky charbroiled taste. The fries were fresh, crisp and spiced perfectly. I opted for two Kiltlifter beers, from local microbrew Four Peaks Brewery. The beer was available on draft served in nicely chilled her glass. Giant screen television monitors are strategically placed throughout the cavernous restaurant so every seat can view the game or games. The only negative remark actually is as a result of their popularity: You may have to wait a while on big game or concert nights, plan for that contingency arrive early and enjoy the fun. "UNIT!"
gZSjxADZWcZglmQaJW4oOA	Arts_&_Entertainment Stadiums_&_Arenas 5_star	I've gone here for many different events and the stadium never fails. Everything is so big and nice, even the bathrooms are nice! The seats are not rock hard like other stadiums. Parking is everywhere around the place and theres always spots so you don't have to walk far.
_doHqV31B_AKidQN-2wZiQ	Hotels_&_Travel Event_Planning_&_Services Hotels 5_star	This hotel is fantastic! The staff is amazing, friendly and super helpful. The rooms look newly renovated and very clean. The breakfast is yummy and the location good. That's the place to stay when you are in Phoenix.
QzmAtdI6S5QXGzj1tSbSYw	Hotels_&_Travel Event_Planning_&_Services Hotels 5_star	A great place to stay if your in town for a game. Within walking distance of everything. The rooms aren't that bad either.
Us3IVgpUaWfZcMZpm3TJmg	American_(Traditional) Restaurants 5_star	I live across the street and visit often. Could not ask for a better atmosphere with a view of the inside of Chase Field! The customer service has always been great. Often times it get dinner to go and the bartenders are friendly and chat it up while I wait. Just the traditional Fridays menu but the location makes it worth going. Definite place to check out when you are downtown. Doesn't have to be a game day.
ltxZhKx7k0XKLjPHxMA_Kw	Arts_&_Entertainment Art_Galleries Shopping 5_star	A great little place to see shows, very small, very intimate, a great setting for seeing a band. If a band you want to see is playing here, be sure to go, it doesn't get anymore up close and personal than this. There is no seating or alcohol, so if you don't mind standing and being sober, it is well worth it. The art here is some of First Friday's best, as far as I am concerned, leagues above all the other galleries. Be sure to stop and see the art here if you are out then.
OkFnpwRwJp9BRqANnX5DPA	Arts_&_Entertainment Art_Galleries Shopping 5_star	Love the Modified! i have been coming here since i was a wee freshman in highschool! one of my favorite venues in phoenix, gets crowded and loud stinky and awesome in a hurry, or it can be empty pensive and introvertedly artsy! just depends i suppose. I cant wait to be back, check out their events calendar on their website for gallery shows or concerts or film viewings. love you modified see you this friday hopefully?
m_WmKJ2hsvsNC674zY_KJA	Bars Nightlife 5_star	Very cool place. Located right next to Pizzeria Bianco and ran by the same owners (they get their drinks from here for the restaurant). Staff was amazing and the atmosphere was super chill and relaxed. Great place to have a drink under the stars in Arizona. We walked over to have a drink while we waited for our table at the pizzeria and time went by so fast that we weren't ready to go when our table was ready. But staff was so kindly to take our drinks over for us. A must if you're in the area.
